year,month,title,artist,rank,lyrics
2021.0,2.0,On Me,Lil Baby,29.0,"
(What's happenin', Chi Chi?)


Fill the bando up with bags, give the lil' bro them a job
You can come get rich with us, you gon' eat or you gon' starve?
Keep a certified hitter sittin', I pay him not to rob
Hop out 2020 Cullinan, I'm ridin' in the stars
Know some people hate that I'm on top, I bulletproofed the car
All the members made free bands off packs, live like they crackin' cards
Joe know for a fact I keep it real, he still ain't take the charge
Why she talkin' crazy 'bout me like I don't do more than my part?
I can't play with my creation, give the world to my lil' boys
I been savin' more than I been spendin', that's what I bе on
I'm a human, I'm not perfect, I know sometimеs I be wrong


I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex
See Lil Baby LiveGet tickets as low as $222You might also like
I told brodie 'nem to park the car, but they still wrecked
I don't think nobody around steal, but I still check
I don't got a hundred mil' yet, I can't chill yet
But don't get it misconstrued, yeah, I get real checks
Baby fuckin' like a pornstar, we have real sex
Have nobody in our business, we take Learjets
Say she like when I perform, so I fuck her with my chains on
And she handlin' her part, so I let her play the main role
Ain't have to get rich for these partners, still with the same folks
And I can't beef with none of you niggas, not in the same boat
I'm never gon' get caught up about it, know how the game go
Tennis chain bustin', look like rainbows


I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me
Put six figures in your business, I do real shit
I drop cash at the dealership, they'll mail you a pink slip
She make sure she keep her nails did and her wig fixed
Went to jail and that one held me down, she a real bitch
Hundred rounds in the double drum, this a Kel-Tec
Marco been in prison for a while, but he still flex


I'm like, ""Come and put that pussy on me, don't be runnin' from me""
If I like it, I spend money on it, get whatever from me"
2021.0,2.0,More Than My Hometown,Morgan Wallen,30.0,"
Girl, our mamas are best friends and so are we
The whole town's rooting for us like the home team
Most likely to settle down
Plant a few roots real deep and let 'em grow
But we can't stop this real world from spinnin' us
Your bright lights called, I don't blame you for pickin' up
Your big dream bags are all packed up and ready to go
But I just need you to know


That I love you more than a California sunset
More than a beer when you ain't twenty-one yet
More than a Sunday morning Lord
Turnin' some poor lost souls 'round, and Hallelujah bound
Yeah, I love you more than the feeling when the bass hits the hook
When the guy gets the girl at the end of the book
But, baby, this might be the last time I get to lay you down
'Cause I can't love you more than my hometown


I ain't the runaway kind, I can't change that
My heart's stuck in these streets like the train tracks
City sky ain't the same black
Ain't that a map dot shame, man, to think that
You might also like
I love you more than a California sunset
More than a beer when you ain't twenty-one yet
More than a Sunday morning Lord
Turnin' some poor lost souls around, and Hallelujah bound
Yeah, I love you more than the feeling when the bass hits the hook
When the guy gets the girl at the end of the book
But, baby, this might be the last time I get to lay you down
'Cause I can't love you more than my hometown


Yeah, you got a wild in your eyes that I just wasn't born with
I'm a same gas station cup of coffee in the mornin'
I need a house on the hill, girl, not in 'em
So hang onto these words 'til them avenues help you forget 'em


'Cause I love you more than a California sunset
I love you more in a twenty-dollar sundress
Hate that loaded down car you got your keys in
Girl, but I hate even more that you're leavin'
'Cause I love you more than the feeling when the bass hits the hook
When the guy gets the girl at the end of the book
But that ain't you and me so I guess I'll see you around
'Cause I can't love you more than my hometown

Love you more than my hometown
Love you more than my hometown
Love you more, baby, love you more"
2021.0,3.0,Drivers License,Olivia Rodrigo,1.0,"
I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around


And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today, I drove through the suburbs
'Cause how could I ever love someone else?


And I know we weren't perfect, but I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street


And all my friends are tired
Of hearing how much I miss you, but
I kinda feel sorry for them
'Cause they'll never know you the way that I do
Yeah, today, I drove through the suburbs
And pictured I was driving home to you
See Olivia Rodrigo LiveGet tickets as low as $52You might also like
And I know we weren't perfect, but I've never felt this way for no one, oh
And I just can't imagine how you could be so okay now that I'm gone
I guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street


Red lights, stop signs
I still see your face in the white cars, front yards
Can't drive past the places we used to go to
'Cause I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)
Sidewalks we crossed
I still hear your voice in the traffic, we're laughing
Over all the noise
God, I'm so blue, know we're through
But I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)


I know we weren't perfect, but I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street

Yeah, you said forever, now I drive alone past your street"
2021.0,3.0,Up,Cardi B,2.0,"
Up, up, up (Ayy), up (Uh), up, look (This is fire)
Once upon a time, man, I heard that I was ugly
Came from a bitch who nigga wanna fuck on me


I said my face bomb, ass tight
Racks stack up Shaq height
Jewelry on me, flashlight
I been lit since last night
Hit him with that good good
Make a nigga act right
Broke boys don't deserve no pussy
(I know that's right)


Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked

If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck (Huh)
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)
You might also like
I could make the party hot, I could make your body rock
Bitches say they fuckin' with me, chances are they probably not
If I had a dick, you'd probably lick it like a lollipop
Hoes speakin' cap-enese, hit 'em with karate chop
I'm forever poppin' shit, pullin' up and droppin' shit
Gotta argue with him 'cause a nigga love a toxic bitch
Niggas out here playin', gotta make 'em understand
If ain't no ring on my finger, you ain't goin' on my 'Gram


I said my face bomb, ass tight (Yeah)
Racks stack up Shaq height (Yeah)
Jewelry on me, flashlight (Huh)
I been lit since last night (Woo)
Hit him with that good good
Make a nigga act right (Ah)
Broke boys don't deserve no pussy
(I know that's right)


Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked

If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)
Up, then it's up, if it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Ayy)


Bitches ain't fuckin' with me now and I can see why
Dirty-ass, dusty-ass bitch, you got pink eye
Bitches want smoke until I bring it to they doorstep
Tell that bitch back back, breath smell like horse sex (Ha)
Put it on him now, he will never be the same (He won't)
Tatted on my ass 'cause I really like the pain (Ah)
He nutted on my butt, I said, ""I'm glad that you came""
If that nigga had a twin, I would let 'em run a train (Skrrt)


Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (Woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked (Ooh)

If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (Woo)
Up, then it's up, if it's up, then it's stuck (Woo)
If it's up, then it's up, then it's up, then it's stuck, huh

Look, gotta play it safe, huh
No face, no case (Hahaha)"
2021.0,3.0,Go Crazy,Chris Brown & Young Thug,3.0,"
Oh, yeah
(Oh, is that Kaniel again?)
Oh-oh, ooh
(Ayy, bring it, bring it back, bring it back, bring it back)
Oh, yeah


Late up, got me thinkin', babe
Tell me if you with it 'cause I'm with it, babe
I haven't heard from you in a minute, babe
Just tell me what to do when I get it, babe
Gucci and Prada


Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life


Oh, baby
Everything you do is amazin'
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby (Oh-oh)
Everything you do is amazin' (Yeah-yeah)
Ain't nobody watchin', go crazy (Yeah)
I got what you need (Yeah)
Everybody think you shy (Yeah), but I know you a freak, lil' baby (Yeah)
You might also like
I been overseas goin' crazy (Yeah)
I could tell you love it when we made up (Ayy)
Black and gray diamonds like a Raider (Raider)
Orange peel, your love is real (Yeah)
Lovin' skills, I need some lovin' skills (Yeah)
Left my dirty drawers and you love me still (Yeah)
Eyes come lazy, yeah, but she is real (Yeah)
Dressed to kill (Yeah-yeah-yeah)
We can bum-bum 'til you're tired (Oh)
I can put a stone by your eye (Oh)
I can see you never switchin' sides
You never tell me lies
Not rushin' tyin' ties, yeah


Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life


Oh, baby
Everything you do is amazin'
Ain't nobody watchin' (Oh), go crazy (I got what you need)
I got what you need
Everybody think you shy, but I know you a freak, lil' baby

Yeah, get me lit
Hoes on my phone when they find out that I'm rich
Then they switch when they see I'm choosin' on my bitch
Top down, got her doin' donuts on the dick, yeah
Pose for the flick
Damn it, bust it, baby, watch you do it on a split
She don't need no hands or no pants, do your dance
Poppin' rubber bands, did the dash, make it fast (Oh)
(Ayy, bring it, bring it back, bring it back, bring it back)
Yeah, waitin' by me phone just to dick you down, down
Let me put it down, down
Now put it down, down
Watch me put it down, down (Bring it back, bring it back, bring it back)
Put it down, down


Trips to your crib in the middle of the night
I know that you miss me 'cause I put it down right
Damn, babe, I can put you on a flight
You know that a nigga like me can change your life


Oh, baby
Everything you do is amazin'
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby (Oh-oh)
Everything you do is amazin' (Yeah)
Ain't nobody watchin', go crazy
I got what you need
Everybody think you shy, but I know you a freak, lil' baby"
2021.0,3.0,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,4.0,Lyrics not found -- no artist found searching for artist_name Ariana Grande Feat. Doja Cat & Megan Thee Stallion
2021.0,3.0,Blinding Lights,The Weeknd,5.0,"
Yeah


I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby


I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone


I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey


I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh
See The Weeknd LiveGet tickets as low as $206You might also like
The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone


I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust


I'm just calling back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)


I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
Hey, hey, hey


Hey, hey, hey


I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch"
2021.0,3.0,Save Your Tears,The Weeknd & Ariana Grande,6.0,"
Ooh (Ooh)
Na-na, yeah


I saw you dancing in a crowded room (Uh)
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye


I don't know why I run away (Oh)
I make you cry when I run away (Oh)


Take me back 'cause I wanna stay
Save your tears for another


Save your tears for another day (Oh)
Save your tears for another day (Mm)


Met you once under a Pisces moon
I kept my distance 'cause I know that you
Don't like when I'm with nobody else
I couldn't help it, I put you through hell
You might also like
I don't know why I run away, oh boy (Run away, oh yeah; oh)
I make you cry when I run away (Away, oh; oh)


Boy, take me back 'cause I wanna stay
Save your tears for another
I realize that it's much too late
And you deserve someone better


Save your tears for another day (Oh)
Save your tears for another day (Oh)


(Bum, bum, bum, bum, bum)
I don't know why I run away (Oh)
(Bum, bum, bum, bum, bum)
I make you cry when I run away (Save)


Save your tears for another day (Ooh; oh)
Ooh, girl, I said (Okay)
Save (Save) your (Your) tears for another day (Oh yeah, yeah; oh)


Save your tears for another day (Oh)
Save your tears for another day (Oh)
Save your tears for another day"
2021.0,3.0,Mood,24kGoldn Featuring iann dior,7.0,"
Oh-oh-oh
Yeah, yeah, yeah, yeah (Yeah)


Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view, yeah


I could never get attached
When I start to feel, I unattach
Somehow, I always end up feelin' bad
Baby, I am not your dad
It's not all you want from me
I just want your company
Girl, it's obvious, elephant in the room
And we're a part of it, don't act so confused
And you love startin' it, now I'm in a mood
Now we arguin' in my bedroom
You might also like
We play games of love to avoid the depression
We been here before and I won't be a victim


Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view


So why you tryna feign your love on the regular
When you could be blowin' up just like my cellular?
I won't ever let a shorty go and set me up
Only thing I need to know is if you wet enough
I'm talkin' slick back, kick back, gang sippin' forties
You keep playin', not another day with you, shorty
Mismatched fits, that was way before you know me
Got a lot of love, well, you better save it for me

We play games of love to avoid the depression
We been here before and I won't be a victim


Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playin' by your rules
Everything look better with a view, yeah"
2021.0,3.0,Calling My Phone,Lil Tjay Featuring 6LACK,8.0,"
Steady callin' my phone
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back
But trust me, you're gon' hold that
Hold that (Mmm, mmm)


Get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now
I can't get you off my mind now (Mmm, mmm)


I ain't tryna play these games no more
I don't wanna be textin' your name no more
I ain't tryna feel this pain no more
Girl, I'm sorry, but my feelings ain't the same no more (No)
Used to be my homie, you ain't gang no more (No)
I am not a nigga you could claim no more (No)
Traumatized, hoping it don't rain no more
You done put me through some things that done changed my aura
Now all around the world, I explore, no Dora
New bitch, I might drip her in Dior
Ass fat, shawty straight heat, no Florida
Bad and she do it for herself, I applaud her
No needs, yeah, I'm talkin' my boo
So please, leave me alone I'm through
And it's all 'cause what you started
I been told you you gon' lose (Mmm)
You might also like
Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (Go back)
But trust me, you're gon' hold that
Hold that (Mmm, mmm)


Get you off my mind now (Ooh, wow)
I can't get you off my mind now (Yeah, yeah)
I can't get you off my mind now (My mind)
I can't get you off my mind now (Mmm, mmm) (Alright)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Woah)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)


I ain't tryna play no games, my love
I'm one of a kind, couldn't fake, my love
Earthquake, make somethin' shake, my love
Most of them can't even relate, my love
Used to be gang, oh, now you're not gang
Used to have fun, no, now you got shame
Used to catch flights, but now I'm not playin'
Play on words, she love it when a nigga sing
I ain't tryna play your game no more
No, you can't wear my chain no more
We are not a thing, can't take no more
Waitin' on your king, you could wait some more
Yeah, I remember days when I used to adore her
Funny how this shit just flipped like a quarter
Get a new thing, I'ma Fendi and Dior her
Get a mood swing, I'll be gone by tomorrow (Mmm, mmm)

Steady callin' my phone (Brrt)
I done told you before that it's over, leave me 'lone (Yeah, yeah)
Know it's hurtin' you to see me gone
Dark clouds, you gon' see me storm
I won't go back (I won't go back)
But trust me, you're gon' hold that (Hold that)
Hold that (Mmm, mmm)


Get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mmm, mmm) (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Mind)
I can't get you off my mind now (Yeah)
I can't get you off my mind now (Mmm, mmm)
I can't"
2021.0,3.0,Positions,Ariana Grande,9.0,"
Heaven sent you to me
I'm just hopin’ I don't repeat history


Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe
’Cause I'll be


Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin’ I wouldn’t do
That I won't do, switchin’ for you


Perfect, perfect
You're too good to be true (You're too good to be true)
But I get tired of runnin', fuck it
Now, I’m runnin' with you (With you)


Said, boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no onе else, babe
'Causе I'll be
You might also like
Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (Nothin')
That I won't do, switchin' for you


This some shit that I usually don't do (Yeah)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too (And I'm down too)
Yeah, I'm down too
Switchin' the positions for you
This some shit that I (Yeah) usually don't do (Don't do)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too ('Cause you're down for me)


Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin')
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you (Ooh woah)
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (I wouldn't do)
That I won't do, switchin' for you

Yeah
Ah, yeah
Ah (Ah), yeah"
2021.0,3.0,Levitating,Dua Lipa,10.0,"
If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time


You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah


I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (You're the moonlight)
I need you all night, come on, dance with me
I'm levitating


I believe that you're for me, I feel it in our energy
I see us written in the stars
We can go wherever, so let's do it now or never
Baby, nothing's ever, ever too far
Glitter in the sky, glitter in our eyes
Shining just the way we are
I feel like we're forever every time we get together
But whatever, let's get lost on Mars
See Dua Lipa LiveGet tickets as low as $65You might also like
You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah


I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (You're the moonlight)
I need you all night, come on, dance with me
I'm levitating


You can fly away with me tonight
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah
I'm levitating (Woo)
You can fly away with me tonight
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Woo)


My love is like a rocket, watch it blast off
And I'm feeling so electric, dance my ass off
And even if I wanted to, I can't stop
Yeah, yeah, yeah, yeah, yeah
My love is like a rocket, watch it blast off
And I'm feeling so electric, dance my ass off
And even if I wanted to, I can't stop
Yeah, yeah, yeah, yeah, yeah

You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading


I got you (Yeah), moonlight, you're my starlight
I need you all night (All night), come on, dance with me
I'm levitating (Woo)


You can fly away with me tonight (Tonight)
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Take you for a ride)
I'm levitating (Woo)
You can fly away with me tonight (Tonight)
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Let me take you for a ride)


I got you, moonlight, you're my starlight (You are my starlight)
I need you all night, come on, dance with me (Come on, dance with me)
I'm levitating
You, moonlight, you're my starlight (You're the moonlight)
I need you all night, come on, dance with me
I'm levitating"
2021.0,3.0,What You Know Bout Love,Pop Smoke,11.0,"
Uh


Shawty go joggin' every morning (Every morning)
And she make me breakfast almost every morning (Every morning)
And she take a naked pic before she leave the door
I be wakin' up to pics before a nigga yawnin'
And every weekend my shawty comin' over (Over)
Shawty could Fendi out, but she like Fashion Nova (Nova)
She ain't drivin' no Camry, she pullin' in a Rover (Rover)
With her hair so curly, I love you, baby


She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (Oh)
Walk up in the store and get what you want (Go get it)
You get what you please
We 'bout to get it on, take off them drawers (I said I love you, baby)
It's just you and me
You know what I be on, I'm about to go raw (I love you, baby)
'Cause I like what I see (Oh)


Look, baby, I said I ain't gon' front (Uh)
You got my heart beatin' so fast to words I can't pronounce
And I be gettin' the chills every time I feel your touch
I be lookin' at the top and girl, it's only us
All I need is your trust
And girl I told you once, don't make me tell you twice (Word)
I know you see this print through my pants that I know you like (Like, nah)
And yo' ass be lookin' so fat when it be in them tights (In them tights)
And I'm goin' straight to the top, so hope you ain't afraid of heights
You always keep me right, for a fact, you never left (Left)
Through all the trials and tribulations, always had my best (My best)
So here's fifty-five hunnid, go and get your breasts (Your breasts)
Start rubbin' on your butt, start kissin' on your neck
Hey batter, batter, hey batter, batter (Batter)
Niggas know I had to swing, I had to make a play (Make a play)
I had to apply the pressure, 'cause you my hidden treasure
I think I'm fallin' in love
You might also like
She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (Oh)
Walk up in the store and get what you want (Go get it)
You get what you please
We 'bout to get it on, take off them drawers (I said I love you, baby)
It's just you and me
You know what I be on, I'm about to go raw (I love you, baby)
'Cause I like what I see"
2021.0,3.0,Therefore I Am,Billie Eilish,12.0,"
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am


Stop, what the hell are you talking about? Ha
Get my pretty name out of your mouth
We are not the same with or without
Don't talk 'bout me like how you might know how I feel
Top of the world, but your world isn't real
Your world's an ideal


So go have fun
I really couldn't care less
And you can give 'em my best, but just know


I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
See Billie Eilish LiveGet tickets as low as $157You might also like
I don't want press to put your name next to mine
We're on different lines, so I
Wanna be nice enough, they don't call my bluff
'Cause I hate to find
Articles, articles, articles
Rather you remain unremarkable (Got a lotta)
Interviews, interviews, interviews
When they say your name, I just act confused


Did you have fun?
I really couldn't care less
And you can give 'em my best, but just know


I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am


I'm sorry
I don't think I caught your name
I'm sorry
I don't think I caught your name

I'm not your friend (I'm not your friend)
Or anything, damn
You think that you're the man (They wanna, they can try)
I think, therefore, I am
I'm not your friend (I'm not your friend)
Or anything, damn (They wanna)
You think that you're the man
I think, therefore, I am"
2021.0,3.0,Back In Blood,Pooh Shiesty Featuring Lil Durk,13.0,"
Smurk
Big Blrrrd, huh?
I don't know why he want something back from me, shit (Turn me up, YC)
Shit
You gotta get this shit in blood, homie


Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you (Ayy), come get it back in blood (Big blrrrd, blrrrd)


If your nigga killer ain't dead, you shouldn't wear no R.I.P. shirt (Nope)
We had three hundrеd shots up in the car before wе picked up Durk (3Hunna)
You niggas who? Ain't got shit goin', go grab a glizzy, get alert (Alert)
Shiesty G post ""R.I.P."" and reason he in the dirt (On slime, blrrrd, blrrrd)
You gotta know I go too far (Let's go)
It's two O's up on this hundred, one of 'em might stand for O'Block (Blrrrd)
'Bout twenty some shots left up in the K, fifteen still in the Glock (The glizzy)
Keep my door unlocked and stop, I like gettin' on feet, park the car (Stop, stop), blrrrd (Park the car, blrrrd)
We gettin' up close, do him dirty, I ain't showin' love (Nope)
Eleven thousand all ones left my right pocket in the club (On God)
These blue faces up on me dirty, I went and got it out the mud (For sure)
If I took something, get it in blood (Blrrrd), I don't give a fuck what we was (Blrrrd, blrrrd)
You might also like
Bitch, I got my own fire (Blrrrd), don't need security in the club (Blrrrd, big blrrrd, nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Smurk), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s (Gang), want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Let's get it)


Killed your mans, you keep on talkin', better get that shit in blood
Give my shawty and them a dub, then they gon' walk inside this club (Yeah, yeah)
Hit his lil' ass with that switch (Grrah), I bet that switch switch up his nerves
Fuck the opps, inside my city, lil' bro put them in the mud (Brrah, facts)
You can't come back to your hood, huh? (Nope)
He was dissin' on my cousin, now his ass all in that wood, huh? (Boom, boom, boom)
Book his ass, I wish he would come (Pussy)
V. Roy pop up out that cut with that new Glock, I wish he would run (Grrah, grrah-grrah)
His ass playin', bitch, I'm really icy (Really icy)
Pooh Shiesty, that's my dawg, but Pooh, you know I'm really shiesty (My nigga)
You told all them O.T. niggas that you really slide (Pussy)
Tell the truth about your gang, bitch, they really dyin' (Let's get it)


Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Bitch), blrrrd

Come get it back in blood (Blrrrd, big blrrrd)"
